Start,Stop,Midpoint
"(153, 240)","(147, 186)","(153, 210)"
"(174, 105)","(77, 177)","(124, 139)"
"(230, 223)","(43, 200)","(142, 206)"
"(181, 2)","(171, 254)","(170, 123)"
"(131, 241)","(125, 208)","(131, 222)"
"(92, 40)","(183, 226)","(111, 159)"
"(120, 39)","(51, 194)","(80, 111)"
"(220, 171)","(31, 110)","(107, 159)"
"(71, 124)","(121, 116)","(99, 123)"
"(60, 169)","(148, 37)","(111, 110)"
"(169, 19)","(22, 87)","(101, 58)"
"(38, 226)","(139, 8)","(97, 126)"
"(183, 99)","(2, 38)","(75, 86)"
"(61, 193)","(241, 44)","(127, 95)"
"(10, 144)","(107, 14)","(54, 75)"
"(64, 190)","(140, 51)","(98, 117)"
"(238, 53)","(104, 28)","(164, 48)"
"(124, 108)","(228, 99)","(171, 99)"
"(167, 92)","(201, 3)","(179, 43)"
"(26, 34)","(49, 7)","(37, 20)"
"(236, 35)","(213, 12)","(233, 15)"
"(60, 140)","(189, 49)","(125, 95)"
"(132, 222)","(120, 234)","(125, 227)"
"(174, 21)","(98, 55)","(139, 41)"
"(177, 161)","(248, 253)","(214, 205)"
"(24, 37)","(166, 77)","(106, 46)"
"(10, 60)","(36, 3)","(20, 29)"
"(59, 131)","(187, 158)","(128, 139)"
"(154, 58)","(235, 16)","(186, 29)"
"(237, 152)","(114, 149)","(174, 154)"
"(219, 191)","(169, 196)","(196, 195)"
"(84, 241)","(197, 45)","(111, 114)"
"(39, 76)","(231, 86)","(132, 84)"
"(253, 174)","(61, 183)","(156, 177)"
"(170, 161)","(238, 127)","(209, 149)"
"(32, 141)","(118, 31)","(76, 87)"
"(21, 253)","(67, 194)","(41, 221)"
"(218, 55)","(64, 160)","(128, 94)"
"(148, 222)","(29, 151)","(95, 180)"
"(143, 49)","(128, 59)","(136, 54)"
"(100, 9)","(99, 94)","(100, 52)"
"(86, 242)","(136, 146)","(108, 191)"
"(65, 190)","(105, 5)","(80, 93)"
"(48, 118)","(63, 40)","(54, 78)"
"(121, 43)","(149, 129)","(143, 78)"
"(115, 22)","(161, 155)","(151, 75)"
"(174, 112)","(248, 24)","(226, 83)"
"(157, 18)","(28, 238)","(92, 127)"
"(251, 232)","(185, 22)","(215, 130)"
"(151, 102)","(46, 133)","(98, 117)"
"(4, 103)","(92, 16)","(55, 67)"
"(22, 148)","(248, 112)","(131, 126)"
"(184, 225)","(230, 64)","(199, 137)"
"(79, 61)","(136, 214)","(90, 155)"
"(100, 235)","(94, 149)","(98, 191)"
"(149, 127)","(204, 202)","(165, 176)"
"(36, 172)","(217, 185)","(128, 177)"
"(187, 219)","(3, 73)","(98, 143)"
"(162, 138)","(141, 213)","(152, 176)"
"(101, 109)","(164, 212)","(127, 166)"
"(248, 180)","(221, 12)","(223, 108)"
"(40, 66)","(254, 52)","(142, 53)"
"(219, 24)","(214, 94)","(219, 61)"
"(209, 227)","(2, 104)","(111, 160)"
"(78, 83)","(176, 220)","(115, 163)"
"(201, 30)","(74, 35)","(135, 28)"
"(74, 48)","(128, 26)","(110, 46)"
"(142, 248)","(66, 101)","(110, 169)"
"(170, 192)","(51, 178)","(118, 178)"
"(56, 83)","(94, 42)","(74, 62)"
"(195, 37)","(90, 177)","(129, 93)"
"(218, 124)","(170, 119)","(194, 122)"
"(126, 65)","(198, 239)","(169, 145)"
"(77, 213)","(167, 205)","(120, 207)"
"(112, 150)","(44, 41)","(83, 91)"
"(11, 71)","(80, 255)","(29, 179)"
"(193, 191)","(115, 118)","(142, 167)"
"(199, 137)","(145, 74)","(179, 99)"
"(129, 119)","(213, 15)","(156, 52)"
"(136, 202)","(84, 243)","(112, 224)"
"(174, 246)","(238, 3)","(204, 123)"
"(202, 30)","(208, 46)","(208, 35)"
"(165, 72)","(14, 222)","(81, 138)"
"(198, 85)","(173, 222)","(188, 156)"
"(93, 190)","(40, 82)","(76, 127)"
"(89, 147)","(88, 192)","(89, 170)"
"(181, 53)","(115, 136)","(139, 85)"
"(195, 176)","(161, 11)","(174, 98)"
"(42, 199)","(252, 29)","(128, 95)"
"(0, 135)","(194, 39)","(94, 84)"
"(9, 37)","(129, 186)","(69, 111)"
"(192, 253)","(233, 82)","(219, 174)"
"(72, 97)","(111, 248)","(98, 166)"
"(110, 159)","(129, 85)","(111, 114)"
"(133, 31)","(36, 66)","(96, 60)"
"(226, 162)","(132, 56)","(188, 100)"
"(13, 144)","(78, 56)","(37, 92)"
"(103, 133)","(103, 203)","(103, 168)"
"(251, 135)","(228, 225)","(239, 179)"
"(142, 134)","(11, 193)","(66, 153)"
"(6, 120)","(192, 122)","(98, 127)"
"(70, 239)","(36, 125)","(41, 194)"
"(77, 199)","(44, 99)","(76, 134)"
"(56, 87)","(109, 123)","(91, 96)"
"(153, 229)","(7, 107)","(95, 153)"
"(208, 33)","(87, 70)","(148, 52)"
"(168, 151)","(210, 189)","(179, 180)"
"(198, 157)","(219, 96)","(204, 122)"
"(118, 175)","(145, 19)","(130, 96)"
"(54, 251)","(204, 3)","(111, 109)"
"(151, 188)","(109, 48)","(126, 122)"
"(162, 209)","(201, 238)","(188, 217)"
"(197, 161)","(186, 47)","(192, 104)"
"(236, 12)","(227, 68)","(231, 39)"
"(236, 1)","(22, 208)","(122, 97)"
"(249, 63)","(51, 23)","(152, 41)"
"(137, 62)","(143, 65)","(138, 65)"
"(2, 116)","(16, 254)","(9, 185)"
"(170, 184)","(23, 240)","(95, 210)"
"(127, 56)","(149, 114)","(145, 78)"
"(69, 106)","(228, 250)","(150, 176)"
"(146, 42)","(245, 183)","(189, 119)"
"(206, 111)","(187, 9)","(205, 52)"
"(132, 104)","(31, 153)","(85, 132)"
"(50, 245)","(205, 161)","(142, 218)"
"(24, 234)","(35, 51)","(28, 141)"
"(87, 1)","(40, 45)","(67, 26)"
"(165, 29)","(55, 116)","(110, 72)"
"(181, 125)","(206, 36)","(183, 70)"
"(186, 203)","(212, 12)","(202, 111)"
"(121, 47)","(191, 71)","(152, 63)"
"(179, 50)","(222, 4)","(200, 27)"
"(58, 146)","(213, 25)","(136, 86)"
"(244, 247)","(189, 133)","(215, 192)"
"(94, 162)","(253, 69)","(147, 89)"
"(25, 203)","(208, 69)","(98, 118)"
"(0, 162)","(221, 70)","(108, 114)"
"(202, 123)","(143, 229)","(174, 177)"
"(170, 76)","(92, 88)","(132, 83)"
"(194, 224)","(107, 7)","(160, 106)"
"(99, 112)","(145, 231)","(120, 173)"
"(175, 140)","(169, 138)","(171, 140)"
"(68, 236)","(189, 117)","(140, 188)"
"(146, 6)","(132, 46)","(139, 26)"
"(254, 83)","(199, 117)","(228, 101)"
"(201, 130)","(153, 5)","(161, 84)"
"(226, 224)","(116, 130)","(166, 182)"
"(137, 68)","(30, 151)","(79, 105)"
"(72, 110)","(171, 187)","(110, 160)"
"(217, 92)","(81, 60)","(148, 77)"
"(81, 10)","(191, 221)","(158, 93)"
"(214, 123)","(120, 69)","(166, 97)"
"(15, 114)","(187, 71)","(106, 98)"
"(15, 150)","(71, 94)","(39, 118)"
"(248, 125)","(159, 16)","(189, 85)"
"(78, 55)","(157, 212)","(103, 148)"
"(69, 69)","(60, 164)","(68, 120)"
"(11, 127)","(185, 164)","(90, 153)"
"(99, 135)","(55, 239)","(71, 181)"
"(29, 152)","(167, 47)","(111, 113)"
"(246, 4)","(209, 66)","(231, 38)"
"(248, 177)","(157, 51)","(192, 125)"
"(20, 29)","(243, 205)","(102, 146)"
"(170, 96)","(95, 198)","(107, 121)"
"(205, 59)","(195, 150)","(202, 106)"
"(108, 106)","(115, 39)","(114, 75)"
"(65, 148)","(220, 121)","(135, 127)"
"(186, 249)","(39, 31)","(103, 150)"
"(158, 148)","(63, 70)","(113, 107)"
"(28, 246)","(226, 19)","(108, 114)"
"(154, 92)","(117, 99)","(136, 96)"
"(187, 131)","(167, 130)","(177, 131)"
"(137, 224)","(52, 85)","(90, 159)"
"(128, 189)","(98, 28)","(104, 118)"
"(230, 146)","(97, 178)","(172, 170)"
"(44, 18)","(210, 83)","(135, 42)"
"(37, 220)","(120, 115)","(77, 166)"
"(114, 84)","(157, 250)","(133, 169)"
"(252, 42)","(105, 209)","(191, 138)"
"(15, 22)","(160, 77)","(113, 24)"
"(192, 116)","(70, 38)","(140, 68)"
"(15, 181)","(147, 141)","(69, 149)"
"(109, 190)","(157, 200)","(128, 200)"
"(133, 189)","(98, 113)","(107, 160)"
"(124, 12)","(150, 45)","(131, 34)"
"(58, 86)","(224, 205)","(120, 166)"
"(68, 213)","(154, 48)","(98, 118)"
"(150, 144)","(17, 191)","(70, 154)"
"(135, 213)","(173, 212)","(153, 212)"
"(87, 145)","(10, 59)","(42, 109)"
"(130, 66)","(19, 58)","(71, 66)"
"(223, 109)","(65, 238)","(150, 179)"
"(209, 212)","(121, 172)","(171, 186)"
"(11, 87)","(198, 123)","(111, 98)"
"(33, 97)","(142, 161)","(87, 129)"
"(190, 41)","(157, 75)","(170, 54)"
"(190, 28)","(167, 238)","(174, 128)"
"(32, 70)","(208, 148)","(130, 99)"
"(172, 83)","(204, 32)","(177, 47)"
"(139, 200)","(99, 119)","(110, 169)"
"(93, 44)","(169, 169)","(148, 89)"
"(47, 126)","(195, 10)","(121, 68)"
"(88, 202)","(203, 213)","(147, 206)"
"(33, 212)","(29, 131)","(29, 174)"
"(115, 119)","(155, 49)","(137, 86)"
"(109, 0)","(66, 95)","(75, 35)"
"(245, 184)","(118, 99)","(169, 154)"
"(125, 198)","(238, 227)","(180, 214)"
"(23, 168)","(68, 112)","(56, 151)"
"(35, 186)","(11, 183)","(24, 184)"
"(247, 156)","(157, 125)","(211, 132)"
"(93, 131)","(206, 197)","(146, 167)"
"(58, 121)","(237, 73)","(145, 95)"
"(39, 25)","(172, 23)","(105, 24)"
"(44, 9)","(119, 173)","(87, 85)"
"(50, 207)","(189, 36)","(111, 113)"
"(132, 168)","(182, 38)","(147, 93)"
"(103, 56)","(247, 27)","(180, 47)"
"(81, 6)","(4, 82)","(41, 42)"
"(98, 240)","(209, 4)","(126, 95)"
"(123, 0)","(118, 43)","(123, 24)"
"(128, 200)","(111, 74)","(109, 146)"
"(175, 224)","(235, 239)","(206, 230)"
"(184, 142)","(30, 47)","(105, 97)"
"(76, 102)","(198, 187)","(117, 164)"
"(173, 237)","(4, 43)","(93, 136)"
"(180, 67)","(57, 111)","(125, 95)"
"(144, 95)","(41, 52)","(78, 88)"
"(235, 129)","(225, 237)","(229, 182)"
"(214, 214)","(99, 239)","(148, 218)"
"(123, 98)","(50, 11)","(79, 62)"
"(138, 186)","(1, 83)","(78, 126)"
"(199, 26)","(239, 180)","(223, 99)"
"(198, 117)","(104, 175)","(164, 159)"
"(131, 46)","(127, 66)","(131, 58)"
"(55, 126)","(137, 98)","(87, 103)"
"(140, 29)","(124, 222)","(133, 126)"
"(201, 132)","(64, 102)","(139, 111)"
"(227, 193)","(132, 171)","(176, 186)"
"(135, 222)","(78, 67)","(91, 160)"
"(114, 14)","(194, 221)","(161, 110)"
"(233, 70)","(113, 108)","(168, 84)"
"(199, 236)","(58, 42)","(109, 159)"
"(249, 21)","(57, 77)","(156, 52)"
"(51, 19)","(220, 168)","(153, 76)"
"(116, 32)","(179, 66)","(154, 42)"
"(141, 65)","(107, 246)","(108, 139)"
"(22, 163)","(224, 32)","(122, 97)"
"(113, 59)","(179, 169)","(161, 99)"
"(157, 119)","(241, 140)","(197, 131)"
"(176, 114)","(56, 58)","(107, 95)"
"(79, 218)","(56, 161)","(74, 183)"
"(241, 98)","(212, 236)","(226, 166)"
"(28, 201)","(115, 117)","(65, 153)"
"(46, 42)","(161, 95)","(81, 91)"
"(151, 137)","(70, 169)","(120, 162)"
"(150, 96)","(183, 5)","(158, 42)"
"(26, 188)","(162, 222)","(94, 205)"
"(222, 126)","(192, 245)","(212, 190)"
"(13, 120)","(77, 192)","(47, 154)"
"(111, 179)","(214, 214)","(173, 186)"
"(211, 87)","(248, 197)","(228, 143)"
"(217, 142)","(103, 30)","(162, 84)"
"(100, 18)","(181, 82)","(142, 48)"
"(90, 76)","(4, 167)","(39, 113)"
"(140, 35)","(185, 34)","(163, 35)"
"(36, 127)","(12, 155)","(25, 142)"
"(37, 92)","(56, 110)","(49, 98)"
"(26, 184)","(55, 53)","(39, 117)"
"(154, 100)","(246, 251)","(190, 185)"
"(60, 165)","(94, 183)","(79, 172)"
"(121, 196)","(142, 65)","(133, 132)"
"(222, 190)","(41, 240)","(124, 207)"
"(69, 138)","(38, 129)","(52, 135)"
"(161, 27)","(236, 248)","(198, 138)"
"(220, 142)","(109, 135)","(165, 138)"
"(245, 248)","(228, 83)","(231, 171)"
"(185, 146)","(81, 180)","(143, 173)"
"(205, 151)","(246, 70)","(218, 103)"
"(147, 205)","(108, 99)","(117, 163)"
"(234, 126)","(56, 28)","(146, 76)"
"(73, 62)","(173, 10)","(126, 39)"
"(26, 89)","(29, 55)","(28, 73)"
"(228, 105)","(10, 154)","(125, 135)"
"(122, 182)","(86, 143)","(107, 160)"
"(104, 221)","(93, 69)","(99, 145)"
"(67, 236)","(5, 49)","(22, 157)"
"(193, 67)","(93, 232)","(111, 117)"
"(53, 25)","(65, 234)","(54, 134)"
"(239, 85)","(101, 192)","(178, 146)"
"(102, 81)","(8, 88)","(59, 88)"
"(20, 130)","(151, 92)","(77, 103)"
"(47, 213)","(154, 75)","(86, 130)"
"(2, 177)","(178, 222)","(95, 194)"
"(51, 131)","(162, 171)","(103, 154)"
"(65, 225)","(212, 126)","(145, 182)"
"(9, 20)","(118, 101)","(47, 77)"
"(97, 87)","(151, 81)","(124, 84)"
"(21, 145)","(183, 196)","(112, 160)"
"(187, 203)","(219, 75)","(199, 135)"
"(119, 75)","(34, 132)","(74, 101)"
"(149, 0)","(177, 188)","(161, 96)"
"(209, 178)","(91, 167)","(146, 177)"
"(58, 235)","(9, 50)","(22, 154)"
"(9, 255)","(230, 67)","(87, 129)"
"(185, 196)","(91, 156)","(147, 167)"
"(170, 139)","(106, 11)","(151, 62)"
"(22, 48)","(218, 41)","(117, 42)"
"(123, 225)","(170, 77)","(155, 160)"
"(56, 168)","(58, 235)","(58, 200)"
"(69, 177)","(226, 251)","(157, 204)"
"(196, 229)","(199, 184)","(196, 205)"
"(84, 216)","(48, 63)","(76, 130)"
"(10, 155)","(122, 201)","(77, 167)"
"(45, 138)","(158, 82)","(91, 100)"
"(231, 89)","(169, 36)","(188, 75)"
"(41, 177)","(106, 210)","(76, 191)"
"(26, 213)","(250, 133)","(138, 173)"
"(229, 65)","(167, 127)","(208, 106)"
"(77, 55)","(147, 245)","(105, 157)"
"(180, 28)","(69, 35)","(121, 28)"
"(85, 82)","(29, 167)","(61, 128)"
"(183, 184)","(255, 159)","(219, 172)"
"(43, 205)","(221, 140)","(132, 173)"
"(202, 224)","(68, 146)","(147, 173)"
"(167, 242)","(126, 248)","(146, 244)"
"(95, 86)","(235, 103)","(163, 96)"
"(53, 153)","(182, 205)","(130, 166)"
"(38, 155)","(47, 111)","(39, 130)"
"(81, 47)","(209, 152)","(160, 84)"
"(196, 243)","(17, 66)","(104, 157)"
"(111, 32)","(20, 241)","(76, 147)"
"(78, 224)","(23, 152)","(45, 194)"
"(196, 18)","(237, 101)","(220, 56)"
"(156, 55)","(142, 93)","(150, 75)"
"(36, 215)","(13, 137)","(28, 173)"
"(209, 151)","(168, 107)","(192, 126)"
"(25, 202)","(130, 16)","(70, 102)"
"(222, 97)","(10, 15)","(133, 39)"
"(143, 12)","(107, 143)","(116, 68)"
"(115, 57)","(54, 83)","(77, 62)"
"(1, 227)","(76, 250)","(50, 227)"
"(14, 135)","(7, 161)","(10, 147)"
"(120, 1)","(198, 171)","(161, 84)"
"(124, 195)","(235, 99)","(178, 146)"
"(138, 113)","(126, 243)","(136, 182)"
"(19, 32)","(2, 253)","(15, 147)"
"(200, 33)","(218, 136)","(211, 82)"
"(126, 54)","(176, 49)","(151, 52)"
"(124, 243)","(221, 72)","(185, 170)"
"(104, 243)","(199, 205)","(145, 218)"
"(192, 40)","(137, 104)","(152, 59)"
"(59, 230)","(112, 148)","(86, 190)"
"(242, 237)","(64, 5)","(175, 99)"
"(62, 125)","(126, 175)","(91, 153)"
"(11, 213)","(171, 12)","(98, 120)"
"(156, 186)","(47, 8)","(91, 108)"
"(42, 28)","(99, 27)","(70, 27)"
"(162, 168)","(19, 78)","(86, 128)"
"(130, 178)","(46, 252)","(88, 215)"
"(215, 96)","(225, 128)","(220, 112)"
"(130, 9)","(176, 206)","(160, 100)"
"(48, 14)","(141, 125)","(84, 80)"
"(194, 169)","(112, 139)","(143, 164)"
"(82, 137)","(150, 86)","(112, 108)"
"(121, 50)","(142, 138)","(142, 83)"
"(32, 196)","(118, 247)","(81, 215)"
"(149, 231)","(245, 58)","(199, 147)"
"(7, 123)","(190, 88)","(92, 99)"
"(47, 234)","(242, 57)","(111, 112)"
"(82, 60)","(189, 25)","(145, 52)"
"(105, 141)","(206, 103)","(156, 123)"
"(102, 2)","(79, 164)","(81, 73)"
"(41, 210)","(132, 99)","(77, 145)"
"(16, 204)","(37, 3)","(29, 106)"
"(176, 159)","(72, 140)","(120, 154)"
"(244, 80)","(173, 41)","(214, 55)"
"(46, 35)","(167, 49)","(102, 46)"
"(30, 100)","(74, 122)","(53, 110)"
"(52, 171)","(24, 99)","(46, 127)"
"(226, 228)","(202, 25)","(223, 118)"
"(185, 8)","(143, 92)","(157, 43)"
"(124, 100)","(151, 98)","(137, 99)"
"(18, 169)","(217, 237)","(117, 203)"
"(88, 173)","(247, 214)","(175, 186)"
"(235, 161)","(18, 247)","(108, 185)"
"(174, 116)","(139, 45)","(151, 86)"
"(122, 60)","(138, 228)","(133, 141)"
"(227, 26)","(227, 186)","(229, 106)"
"(214, 34)","(126, 21)","(169, 29)"
"(161, 136)","(89, 245)","(139, 204)"
"(104, 176)","(122, 201)","(109, 192)"
"(184, 62)","(15, 165)","(100, 114)"
"(27, 247)","(160, 210)","(80, 215)"
"(182, 114)","(216, 205)","(196, 162)"
"(218, 128)","(153, 64)","(183, 99)"
"(114, 252)","(250, 174)","(171, 202)"
"(90, 101)","(130, 210)","(101, 164)"
"(184, 243)","(71, 71)","(119, 166)"
"(240, 171)","(73, 207)","(170, 202)"
"(211, 169)","(175, 164)","(192, 168)"
"(243, 231)","(82, 165)","(174, 187)"
"(1, 125)","(239, 3)","(123, 67)"
"(28, 54)","(249, 178)","(155, 99)"
"(116, 233)","(23, 169)","(69, 202)"
"(109, 234)","(218, 233)","(164, 234)"
"(229, 3)","(47, 55)","(150, 41)"
"(226, 122)","(22, 204)","(134, 173)"
"(161, 31)","(156, 151)","(156, 88)"
"(180, 37)","(94, 199)","(121, 102)"
"(79, 230)","(167, 73)","(106, 135)"
"(20, 130)","(187, 49)","(98, 84)"
"(35, 181)","(155, 81)","(92, 128)"
"(161, 136)","(131, 207)","(151, 176)"
"(60, 180)","(79, 138)","(72, 162)"
"(22, 241)","(54, 140)","(27, 180)"
"(35, 144)","(151, 36)","(88, 85)"
"(6, 195)","(89, 28)","(32, 96)"
"(51, 45)","(25, 148)","(38, 96)"
"(23, 129)","(65, 165)","(30, 161)"
"(53, 166)","(143, 3)","(113, 100)"
"(198, 91)","(138, 86)","(171, 86)"
"(172, 17)","(36, 177)","(114, 107)"
"(27, 59)","(173, 86)","(88, 84)"
"(7, 238)","(147, 24)","(83, 137)"
"(41, 203)","(47, 8)","(38, 103)"
"(194, 224)","(89, 126)","(147, 170)"
"(198, 170)","(157, 235)","(164, 189)"
"(221, 109)","(92, 6)","(152, 62)"
"(154, 196)","(100, 74)","(109, 153)"
"(223, 114)","(42, 107)","(136, 107)"
"(238, 162)","(153, 191)","(187, 168)"
"(206, 91)","(29, 143)","(99, 98)"
"(174, 178)","(96, 64)","(144, 112)"
"(4, 224)","(159, 67)","(79, 143)"
"(235, 54)","(134, 28)","(178, 48)"
"(207, 207)","(255, 156)","(233, 184)"
"(241, 240)","(150, 21)","(195, 131)"
"(58, 193)","(115, 248)","(90, 217)"
"(246, 232)","(179, 170)","(216, 198)"
"(210, 25)","(233, 181)","(223, 101)"
"(165, 255)","(204, 144)","(169, 184)"
"(238, 64)","(92, 95)","(170, 84)"
"(94, 61)","(18, 207)","(39, 117)"
"(145, 217)","(188, 61)","(169, 142)"
"(219, 162)","(242, 166)","(232, 162)"
"(7, 182)","(110, 86)","(70, 146)"
"(93, 26)","(26, 24)","(61, 24)"
"(39, 206)","(237, 195)","(141, 204)"
"(163, 151)","(13, 52)","(98, 92)"
"(142, 131)","(214, 3)","(157, 46)"
"(80, 106)","(48, 39)","(57, 80)"
"(45, 108)","(171, 93)","(105, 98)"
"(72, 66)","(7, 207)","(30, 127)"
"(158, 206)","(83, 255)","(131, 241)"
"(214, 40)","(6, 243)","(96, 127)"
"(48, 38)","(208, 169)","(151, 80)"
"(152, 111)","(40, 131)","(101, 126)"
"(208, 222)","(209, 205)","(208, 213)"
"(55, 177)","(37, 109)","(53, 136)"
"(137, 152)","(166, 89)","(155, 124)"
"(71, 131)","(95, 171)","(86, 148)"
"(192, 91)","(69, 191)","(104, 114)"
"(144, 142)","(211, 73)","(191, 121)"
"(133, 145)","(100, 17)","(114, 84)"
"(224, 133)","(18, 114)","(116, 129)"
"(154, 235)","(112, 163)","(142, 190)"
"(85, 242)","(142, 92)","(103, 157)"
"(56, 165)","(6, 31)","(51, 78)"
"(240, 214)","(255, 206)","(245, 208)"
"(198, 66)","(135, 128)","(166, 96)"
"(116, 155)","(73, 237)","(104, 205)"
"(2, 154)","(147, 46)","(75, 101)"
"(197, 210)","(154, 125)","(173, 170)"
"(9, 197)","(249, 201)","(127, 203)"
"(89, 96)","(101, 125)","(95, 110)"
"(173, 211)","(104, 1)","(154, 91)"
"(183, 71)","(144, 38)","(169, 49)"
"(223, 8)","(176, 114)","(179, 40)"
"(255, 82)","(174, 182)","(204, 121)"
"(205, 17)","(250, 117)","(225, 69)"
"(158, 154)","(189, 242)","(179, 192)"
"(1, 203)","(66, 212)","(32, 209)"
"(72, 196)","(39, 60)","(54, 130)"
"(96, 183)","(65, 129)","(76, 161)"
"(174, 139)","(67, 54)","(113, 104)"
"(210, 40)","(239, 10)","(218, 19)"
"(79, 202)","(152, 137)","(120, 174)"
"(184, 211)","(195, 163)","(185, 183)"
"(200, 203)","(25, 81)","(103, 152)"
"(153, 202)","(225, 120)","(196, 168)"
"(173, 33)","(54, 137)","(124, 95)"
"(192, 24)","(243, 241)","(224, 126)"
"(85, 213)","(186, 80)","(108, 119)"
"(34, 149)","(60, 153)","(45, 153)"
"(238, 221)","(90, 159)","(168, 186)"
"(69, 63)","(64, 119)","(67, 91)"
"(80, 219)","(182, 216)","(130, 217)"
"(236, 231)","(239, 72)","(234, 150)"
"(175, 230)","(223, 24)","(200, 128)"
"(164, 109)","(225, 215)","(177, 179)"
"(44, 185)","(133, 68)","(91, 129)"
"(98, 186)","(60, 53)","(77, 122)"
"(67, 44)","(212, 219)","(112, 159)"
"(189, 75)","(239, 169)","(223, 113)"
"(5, 76)","(254, 173)","(155, 99)"
"(25, 166)","(113, 130)","(69, 148)"
"(131, 217)","(121, 51)","(130, 132)"
"(22, 140)","(5, 85)","(18, 108)"
"(54, 84)","(220, 157)","(158, 99)"
"(62, 232)","(148, 17)","(98, 118)"
"(223, 143)","(133, 16)","(166, 92)"
"(103, 205)","(56, 13)","(82, 107)"
"(5, 242)","(187, 8)","(97, 126)"
"(51, 59)","(173, 44)","(106, 46)"
"(29, 46)","(201, 137)","(109, 97)"
"(247, 232)","(222, 245)","(237, 241)"
"(122, 63)","(108, 82)","(114, 71)"
"(140, 99)","(87, 167)","(98, 117)"
"(199, 168)","(155, 117)","(166, 154)"
"(83, 127)","(255, 145)","(175, 130)"
"(105, 146)","(34, 68)","(68, 109)"
"(189, 41)","(6, 188)","(100, 117)"
"(176, 195)","(80, 77)","(109, 155)"
"(227, 104)","(158, 6)","(177, 71)"
"(87, 106)","(196, 175)","(117, 165)"
"(145, 52)","(29, 42)","(88, 46)"
"(179, 153)","(42, 51)","(113, 100)"
"(238, 115)","(97, 57)","(164, 90)"
"(144, 173)","(102, 193)","(115, 175)"
"(243, 24)","(245, 170)","(246, 96)"
"(50, 19)","(88, 91)","(79, 45)"
"(226, 79)","(250, 202)","(228, 150)"
"(138, 230)","(68, 6)","(83, 138)"
"(69, 163)","(164, 209)","(106, 196)"
"(201, 68)","(60, 161)","(121, 105)"
"(123, 219)","(42, 115)","(90, 160)"
"(37, 223)","(17, 104)","(27, 164)"
"(71, 28)","(204, 245)","(114, 160)"
"(125, 183)","(68, 120)","(90, 158)"
"(225, 202)","(129, 7)","(183, 99)"
"(145, 62)","(135, 176)","(143, 122)"
"(210, 6)","(204, 129)","(208, 68)"
"(127, 79)","(103, 240)","(108, 152)"
"(160, 245)","(175, 39)","(165, 140)"
"(112, 123)","(153, 188)","(130, 158)"
"(21, 198)","(198, 113)","(95, 141)"
"(121, 140)","(225, 35)","(183, 98)"
"(41, 210)","(95, 152)","(67, 180)"
"(5, 132)","(190, 229)","(98, 180)"
"(113, 121)","(247, 47)","(152, 56)"
"(32, 108)","(165, 154)","(101, 128)"
"(203, 65)","(118, 158)","(160, 111)"
"(52, 67)","(14, 46)","(37, 53)"
"(18, 206)","(105, 75)","(68, 147)"
"(93, 5)","(166, 220)","(152, 90)"
"(59, 17)","(130, 94)","(82, 68)"
"(209, 66)","(35, 156)","(118, 107)"
"(120, 230)","(218, 85)","(181, 170)"
"(74, 146)","(29, 228)","(64, 199)"
"(13, 32)","(254, 153)","(128, 98)"
"(91, 3)","(9, 184)","(36, 79)"
"(24, 63)","(127, 37)","(73, 48)"
"(110, 34)","(67, 14)","(89, 24)"
"(163, 202)","(201, 143)","(179, 170)"
"(46, 180)","(21, 172)","(31, 179)"
"(219, 126)","(57, 13)","(150, 58)"
"(130, 102)","(239, 123)","(184, 113)"
"(97, 5)","(46, 248)","(76, 131)"
"(167, 195)","(58, 94)","(103, 154)"
"(183, 253)","(66, 232)","(115, 252)"
"(213, 195)","(145, 239)","(169, 207)"
"(247, 35)","(234, 129)","(234, 75)"
"(166, 154)","(145, 226)","(158, 192)"
"(6, 33)","(41, 128)","(37, 67)"
"(177, 77)","(133, 119)","(149, 92)"
"(196, 92)","(138, 120)","(168, 107)"
"(152, 36)","(137, 62)","(146, 50)"
"(164, 249)","(210, 53)","(196, 160)"
"(114, 72)","(20, 49)","(60, 68)"
"(179, 86)","(212, 51)","(183, 56)"
"(85, 157)","(53, 107)","(76, 125)"
"(86, 232)","(160, 116)","(122, 173)"
"(3, 116)","(28, 251)","(20, 179)"
"(20, 28)","(24, 126)","(19, 79)"
"(179, 214)","(183, 190)","(179, 200)"
"(224, 246)","(231, 185)","(225, 213)"
"(62, 6)","(138, 86)","(95, 51)"
